매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,시간대,분기,점포수,총 상주인구 수,총 가구 수,총_직장인구_수,아파트_단지_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,시간대_생활인구_수,평일_생활인구_평균,주말_생활인구_평균,집객시설_수,배후지_아파트_단지_수,배후지_아파트_가격_1_억_미만_세대_수,배후지_아파트_가격_1_억_세대_수,배후지_아파트_가격_2_억_세대_수,배후지_아파트_가격_3_억_세대_수,배후지_아파트_가격_4_억_세대_수,배후지_아파트_가격_5_억_세대_수,배후지_아파트_가격_6_억_이상_세대_수,시간대_버스_승하차승객수,총_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,관공서_수,은행_수,백화점_수,숙박_시설_수,area,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_지하철_승하차승객수,버스정류장_수,지하철역_수
374287.207,2020,관광특구,1001496,강남 마이스 관광특구,5,2,12,24,13,15904,0,0,0,0,0,0,0,0,19681,,,52,,,,,,,,,245524,90544.0,14459.0,14561.0,14670.0,14736.0,14524.0,9591.0,8002.0,4.0,10.0,1.0,0.0,237891.0,4560.0,20323.0,26443.0,19121.0,10720.0,9376.0,0.0,5.0,0.0
269016.9695,2020,발달상권,2120185,논현역,5,3,52,3692,2342,12764,52,6,305,363,153,42,33,58,543674,,,164,,,,,,,,,98872,2889402.0,432936.0,447142.0,439153.0,448141.0,450151.0,358290.0,313591.0,1.0,11.0,0.0,17.0,321182.0,182244.0,637286.0,736256.0,550069.0,353269.0,430280.0,956777.0,3.0,1.0
285903.1349,2020,발달상권,2120186,가로수길,5,3,27,3386,1870,6518,60,0,228,140,83,43,50,63,493597,,,93,,,,,,,,,224299,2189619.0,314544.0,329795.0,323951.0,330297.0,339945.0,297258.0,253825.0,3.0,4.0,0.0,12.0,256687.0,245505.0,526145.0,491684.0,371544.0,237439.0,317303.0,0.0,2.0,0.0
319084.0484,2020,발달상권,2120187,신논현역,5,3,78,4994,3515,13076,59,6,382,176,64,11,73,41,657382,,,216,,,,,,,,,56787,3141527.0,458070.0,475765.0,464600.0,471937.0,488430.0,424603.0,358123.0,3.0,6.0,0.0,37.0,382392.0,232644.0,889559.0,804229.0,541004.0,323243.0,350847.0,1529302.0,3.0,1.0
183783.7798,2020,발달상권,2120188,압구정역,5,3,42,1137,583,8579,20,3,56,37,13,14,48,50,370289,,,359,,,,,,,,,387746,1651156.0,248234.0,261247.0,252384.0,255194.0,263074.0,211813.0,159211.0,1.0,16.0,1.0,7.0,251745.0,234963.0,300146.0,336543.0,310912.0,207088.0,261503.0,1520330.0,6.0,1.0
340445.5679,2020,발달상권,2120190,강남을지병원,5,3,33,2273,1327,11703,48,5,226,191,43,47,33,2,271220,,,115,,,,,,,,,234600,1424881.0,215670.0,226911.0,220494.0,226567.0,225928.0,168707.0,140603.0,0.0,4.0,0.0,10.0,295195.0,105237.0,312778.0,382210.0,288105.0,152985.0,183563.0,0.0,6.0,0.0
249511.6505,2020,발달상권,2120191,학동역,5,3,51,4551,3003,13862,80,24,327,510,52,38,13,150,338551,,,77,,,,,,,,,232371,1892175.0,290264.0,298061.0,292848.0,298988.0,293096.0,221487.0,197430.0,4.0,7.0,0.0,4.0,366286.0,145240.0,409946.0,496025.0,363671.0,212622.0,264673.0,1116357.0,6.0,1.0
307223.3778,2020,발달상권,2120192,뱅뱅사거리,5,3,67,6563,4491,27462,46,13,413,511,102,46,147,175,295543,,,112,,,,,,,,,106837,1705608.0,269201.0,277912.0,269332.0,275249.0,269172.0,181036.0,163708.0,1.0,18.0,0.0,19.0,317599.0,125438.0,348253.0,461976.0,352778.0,210977.0,206185.0,0.0,3.0,0.0
217911.9964,2020,발달상권,2120193,도산공원교차로,5,3,21,1196,602,6384,32,0,75,50,39,26,49,68,127029,,,48,,,,,,,,,107678,638469.0,96698.0,103646.0,100241.0,103676.0,103142.0,73252.0,57813.0,1.0,5.0,0.0,1.0,185023.0,47308.0,130612.0,171404.0,131968.0,72421.0,84755.0,0.0,3.0,0.0
224605.1774,2020,발달상권,2120194,언주역(차병원),5,3,47,2556,1687,12628,60,8,410,314,72,26,36,66,299676,,,95,,,,,,,,,146378,1670711.0,254745.0,266462.0,259552.0,265974.0,261402.0,193069.0,169508.0,1.0,3.0,0.0,15.0,242446.0,88308.0,368293.0,484446.0,332730.0,189018.0,207914.0,442260.0,8.0,1.0
168661.7708,2020,발달상권,2120195,성수대교남단,5,3,12,455,237,5611,8,6,26,12,18,24,23,1,223059,,,92,,,,,,,,,145898,995515.0,141045.0,151830.0,148920.0,152139.0,158547.0,137160.0,105873.0,0.0,10.0,0.0,4.0,126829.0,104511.0,223954.0,234184.0,175484.0,111697.0,145686.0,0.0,3.0,0.0
246131.1841,2020,발달상권,2120196,서울세관,5,3,16,1385,903,9687,26,0,23,28,11,29,6,32,146805,,,51,,,,,,,,,81461,814904.0,124880.0,130974.0,128212.0,130984.0,128998.0,90151.0,80705.0,4.0,7.0,0.0,3.0,185479.0,73236.0,158429.0,213172.0,167238.0,92143.0,110685.0,0.0,7.0,0.0
320781.7651,2020,발달상권,2120197,역삼역,5,3,143,5436,3697,58694,100,12,790,427,188,113,21,37,640530,,,254,,,,,,,,,323669,3509396.0,562928.0,595575.0,575614.0,591263.0,570911.0,333813.0,279293.0,8.0,25.0,0.0,46.0,562806.0,151724.0,844309.0,1025467.0,691511.0,414686.0,381698.0,2283490.0,7.0,1.0
225591.6884,2020,발달상권,2120198,구역삼세무서,5,3,39,7479,5101,11531,137,51,840,608,173,167,48,49,366769,,,78,,,,,,,,,152149,2182428.0,334007.0,340158.0,333087.0,340480.0,331117.0,254568.0,249011.0,1.0,3.0,0.0,34.0,291469.0,151616.0,524269.0,598110.0,400284.0,232688.0,275462.0,0.0,7.0,0.0
514637.9262,2020,발달상권,2120199,경복아파트교차로,5,3,14,737,485,3830,17,4,139,35,8,1,2,46,92879,,,19,,,,,,,,,38153,522457.0,78477.0,81167.0,80073.0,81699.0,80024.0,63260.0,57756.0,0.0,2.0,0.0,6.0,112742.0,35991.0,105199.0,149884.0,101703.0,60739.0,68941.0,0.0,4.0,0.0
305447.3469,2020,발달상권,2120200,학동사거리,5,3,36,1013,568,9363,14,10,50,19,12,6,2,77,267676,,,136,,,,,,,,,274460,1295070.0,179188.0,198659.0,195314.0,201356.0,206633.0,177931.0,135991.0,0.0,6.0,0.0,4.0,266597.0,94254.0,303984.0,354061.0,236769.0,142054.0,163949.0,0.0,4.0,0.0
264591.4558,2020,발달상권,2120201,도곡1동,5,3,15,1873,1076,11559,43,31,171,102,88,94,31,0,181511,,,46,,,,,,,,,215007,1012530.0,152947.0,153866.0,151743.0,153858.0,150496.0,126320.0,123298.0,0.0,6.0,0.0,10.0,169293.0,151067.0,169046.0,204727.0,194453.0,131256.0,161981.0,0.0,6.0,0.0
147394.2106,2020,발달상권,2120202,압구정로데오역(압구정로데오),5,3,35,1880,789,11735,13,0,2,16,0,48,33,457,493054,,,146,,,,,,,,,300392,2203590.0,306657.0,333387.0,328839.0,335811.0,350824.0,309823.0,238250.0,1.0,5.0,2.0,5.0,265701.0,207074.0,519059.0,534869.0,389363.0,245316.0,307910.0,953113.0,3.0,1.0
204921.7871,2020,발달상권,2120203,강남구청역,5,3,39,1552,906,7726,24,4,79,84,22,3,6,118,377469,,,111,,,,,,,,,197181,1927837.0,290700.0,304496.0,299320.0,305208.0,302017.0,226048.0,200048.0,2.0,7.0,0.0,10.0,173251.0,204277.0,378031.0,474522.0,381578.0,227022.0,262405.0,1184267.0,6.0,1.0
255070.0851,2020,발달상권,2120204,르네상스호텔사거리,5,3,24,1580,1096,41471,21,2,242,359,135,129,38,290,233976,,,47,,,,,,,,,91042,1326053.0,211923.0,222299.0,215114.0,221801.0,215584.0,131250.0,108081.0,7.0,8.0,0.0,3.0,160960.0,88452.0,257279.0,355689.0,276141.0,176016.0,172475.0,0.0,3.0,0.0
208880.7622,2020,발달상권,2120205,매봉역,5,3,24,1102,573,13950,23,37,59,28,57,39,27,5,106836,,,33,,,,,,,,,81013,551262.0,84028.0,86780.0,84622.0,86510.0,86021.0,64021.0,59280.0,0.0,1.0,0.0,6.0,122443.0,51017.0,93482.0,110127.0,104104.0,84645.0,107886.0,0.0,6.0,0.0
228581.9506,2020,발달상권,2120206,개나리아파트,5,3,31,4051,2075,5280,50,10,243,135,64,42,55,282,211165,,,45,,,,,,,,,105704,1364870.0,205585.0,209412.0,207443.0,210476.0,205753.0,165571.0,160633.0,2.0,4.0,0.0,5.0,148412.0,206169.0,222024.0,289977.0,280294.0,170649.0,195755.0,0.0,8.0,0.0
295735.8566,2020,발달상권,2120207,선정릉역,5,3,42,6835,3858,12151,179,49,777,501,246,96,53,440,312101,,,83,,,,,,,,,154823,1821968.0,271691.0,276305.0,273669.0,278583.0,274663.0,229065.0,217991.0,5.0,5.0,0.0,3.0,323475.0,225726.0,342522.0,426301.0,366468.0,203868.0,257083.0,795955.0,11.0,1.0
265119.6633,2020,발달상권,2120208,청담사거리(청담동명품거리),5,3,42,3296,1887,10577,46,0,58,138,241,64,31,204,298523,,,148,,,,,,,,,378323,1616423.0,227674.0,244126.0,242322.0,245993.0,250454.0,218959.0,186894.0,3.0,9.0,0.0,7.0,331336.0,155605.0,309333.0,380691.0,302317.0,205985.0,262490.0,0.0,8.0,0.0
336104.4597,2020,발달상권,2120209,"강남구청(청담역_8번, 강남세무서)",5,3,24,1348,629,8984,19,21,30,31,11,43,62,170,110684,,,79,,,,,,,,,91189,580471.0,85327.0,88547.0,87744.0,88858.0,89208.0,74478.0,66308.0,2.0,4.0,0.0,0.0,134148.0,92280.0,76750.0,104668.0,112741.0,78218.0,115814.0,0.0,3.0,0.0
278984.4752,2020,발달상권,2120210,선릉역,5,3,93,4534,3089,48780,93,30,745,692,112,101,5,141,921878,,,181,,,,,,,,,254521,4946442.0,762929.0,798259.0,778900.0,799219.0,784090.0,550286.0,472759.0,1.0,13.0,0.0,15.0,360433.0,546445.0,920163.0,1184744.0,997468.0,655258.0,642366.0,3004427.0,6.0,1.0
329335.5109,2020,발달상권,2120211,도성초등학교,5,3,7,1620,699,984,22,3,68,51,66,38,22,74,196854,,,31,,,,,,,,,50654,868026.0,122990.0,125636.0,125561.0,126521.0,127074.0,126149.0,114095.0,0.0,1.0,0.0,4.0,72437.0,242003.0,111827.0,123589.0,171332.0,103382.0,115893.0,0.0,4.0,0.0
190247.5963,2020,발달상권,2120212,한티역,5,3,21,1554,713,713,20,0,54,53,47,14,52,59,255426,,,75,,,,,,,,,174576,1153472.0,158291.0,163558.0,162879.0,163915.0,164467.0,176172.0,164189.0,1.0,7.0,1.0,6.0,112734.0,384116.0,120636.0,116043.0,241266.0,148908.0,142505.0,652500.0,4.0,1.0
211600.9146,2020,발달상권,2120213,삼성중앙역,5,3,34,4240,2354,8472,85,29,481,195,75,38,32,266,289405,,,51,,,,,,,,,57819,1691342.0,256785.0,264245.0,259324.0,264787.0,259672.0,200429.0,186100.0,2.0,2.0,0.0,11.0,228925.0,147166.0,299754.0,427440.0,373938.0,208465.0,234580.0,318762.0,3.0,1.0
294516.9819,2020,발달상권,2120214,영동대교남단교차로,5,3,18,744,303,3990,7,0,0,16,0,0,0,200,50671,,,21,,,,,,,,,15520,257953.0,39031.0,40748.0,40231.0,40870.0,40851.0,30809.0,25415.0,0.0,2.0,0.0,1.0,89135.0,26073.0,38580.0,58698.0,50217.0,39539.0,44846.0,0.0,1.0,0.0
214577.273,2020,발달상권,2120215,포스코사거리,5,3,68,3112,1894,61656,26,0,291,474,131,195,12,273,524158,,,138,,,,,,,,,238695,3103859.0,493001.0,516054.0,498904.0,514673.0,489817.0,310516.0,280894.0,1.0,21.0,0.0,17.0,318625.0,311873.0,585574.0,819189.0,696782.0,377001.0,313443.0,0.0,7.0,0.0
115213.9855,2020,발달상권,2120216,경기고교사거리(경기고교앞사거리),5,3,15,227,152,4934,1,0,0,0,0,0,0,12,39026,,,31,,,,,,,,,252564,183802.0,27921.0,29163.0,28702.0,29051.0,29041.0,21800.0,18123.0,0.0,3.0,0.0,1.0,71694.0,19921.0,27010.0,39617.0,34972.0,26906.0,35377.0,0.0,6.0,0.0
225180.6383,2020,발달상권,2120217,대치사거리,5,3,18,3938,2041,2779,99,31,314,265,213,65,19,47,235351,,,35,,,,,,,,,93333,1210209.0,180334.0,183046.0,180786.0,183101.0,178906.0,155241.0,148794.0,0.0,3.0,0.0,18.0,159410.0,291605.0,175669.0,209172.0,241710.0,150780.0,141276.0,0.0,5.0,0.0
120212.4751,2020,발달상권,2120218,코엑스,5,3,24,19,11,290,0,0,0,0,0,0,0,0,9743,,,32,,,,,,,,,122931,44554.0,6552.0,6944.0,6850.0,7235.0,7251.0,5326.0,4396.0,3.0,7.0,0.0,0.0,145396.0,2558.0,10131.0,12438.0,9451.0,5371.0,4605.0,0.0,3.0,0.0
326400.6036,2020,발달상권,2120219,은마아파트,5,3,36,1115,446,17161,18,0,13,24,37,19,48,71,254391,,,62,,,,,,,,,311147,1088141.0,149169.0,152267.0,152299.0,151456.0,152147.0,171188.0,159614.0,0.0,6.0,0.0,1.0,149660.0,413516.0,115257.0,101295.0,198411.0,133418.0,126243.0,0.0,7.0,0.0
406839.0575,2020,발달상권,2120220,대치역,5,3,24,845,264,5578,2,0,0,0,0,0,0,212,114525,,,82,,,,,,,,,180720,496658.0,70346.0,71322.0,70055.0,70762.0,70999.0,75273.0,67903.0,1.0,8.0,0.0,0.0,163253.0,174327.0,45358.0,41520.0,94639.0,65780.0,75034.0,449837.0,5.0,1.0
162524.3306,2020,발달상권,2120221,봉은사역,5,3,17,659,451,19513,7,0,5,42,23,31,1,75,74277,,,48,,,,,,,,,283619,423297.0,65648.0,67704.0,66274.0,67970.0,66648.0,46733.0,42318.0,3.0,6.0,0.0,7.0,124925.0,47317.0,71642.0,98650.0,86921.0,55909.0,62857.0,748920.0,6.0,1.0
166052.3915,2020,발달상권,2120222,삼성역,5,3,48,596,375,43324,8,0,3,24,31,7,31,3,186166,,,107,,,,,,,,,644036,944012.0,154310.0,164000.0,156652.0,164237.0,158196.0,80964.0,65654.0,4.0,15.0,1.0,8.0,356336.0,73506.0,202812.0,271099.0,196296.0,107182.0,93119.0,2463640.0,13.0,1.0
75438.51993,2020,발달상권,2120223,휘문고교사거리,5,3,6,332,111,9166,9,0,3,20,23,3,0,34,37958,,,21,,,,,,,,,146339,200839.0,32618.0,34121.0,32593.0,33999.0,32684.0,18639.0,16183.0,0.0,0.0,0.0,0.0,133569.0,27860.0,35676.0,49600.0,42044.0,23587.0,22071.0,0.0,5.0,0.0
565477.6141,2020,발달상권,2120224,수서역,5,3,24,633,434,12418,0,0,0,0,0,0,0,0,37536,,,42,,,,,,,,,85090,212957.0,32800.0,32992.0,32671.0,32884.0,32819.0,25746.0,23045.0,0.0,4.0,0.0,0.0,60183.0,20800.0,22623.0,36981.0,35378.0,30228.0,66947.0,1353526.0,4.0,1.0
83458.20652,2020,전통시장,2130303,영동전통시장,5,3,3,1169,724,242,18,13,104,77,9,10,0,2,83891,,,7,,,,,,,,,0,403791.0,58695.0,60621.0,59844.0,61527.0,63267.0,53963.0,45875.0,0.0,0.0,0.0,3.0,39097.0,20950.0,101952.0,102296.0,71244.0,47073.0,60276.0,0.0,0.0,0.0
212926.7947,2020,전통시장,2130310,강남개포시장,5,3,9,108,83,298,0,0,0,0,0,0,0,0,46018,,,26,,,,,,,,,43904,185038.0,26260.0,26545.0,27085.0,26496.0,27199.0,26994.0,24460.0,0.0,3.0,0.0,3.0,25363.0,39154.0,21206.0,19769.0,32760.0,28677.0,43471.0,150027.0,2.0,1.0
412199.9239,2020,관광특구,1001496,강남 마이스 관광특구,5,3,12,24,13,15904,0,0,0,0,0,0,0,0,21089,,,52,,,,,,,,,249367,97662.0,14696.0,15628.0,15297.0,16139.0,16028.0,10950.0,8926.0,4.0,10.0,1.0,0.0,237891.0,5557.0,22263.0,27809.0,20644.0,11559.0,9831.0,0.0,5.0,0.0
260525.9107,2020,발달상권,2120185,논현역,5,4,51,3768,2428,12764,52,4,281,370,159,58,14,76,513125,,,105,,,,,,,,,89090,2690468.0,415956.0,421903.0,421518.0,404026.0,394234.0,334273.0,298556.0,1.0,7.0,0.0,0.0,321182.0,163227.0,566403.0,695322.0,520296.0,340076.0,405145.0,950503.0,3.0,1.0
255329.2742,2020,발달상권,2120186,가로수길,5,4,27,3152,1777,6518,62,0,196,151,94,54,43,88,467415,,,42,,,,,,,,,204273,2116401.0,311520.0,320508.0,321290.0,312646.0,315629.0,285513.0,249293.0,2.0,4.0,0.0,0.0,256687.0,229499.0,483133.0,491982.0,368797.0,236796.0,306194.0,0.0,2.0,0.0
307097.1013,2020,발달상권,2120187,신논현역,5,4,78,5512,3959,13076,61,5,365,218,64,28,43,75,617402,,,154,,,,,,,,,50354,2970832.0,441754.0,453476.0,453507.0,438280.0,441256.0,401190.0,341368.0,3.0,7.0,0.0,0.0,382392.0,211455.0,795654.0,775815.0,524436.0,316849.0,346623.0,1466639.0,3.0,1.0
169296.7676,2020,발달상권,2120188,압구정역,5,4,42,1129,598,8579,20,1,55,36,15,8,26,80,354438,,,213,,,,,,,,,356386,1606274.0,246123.0,256258.0,253648.0,241828.0,239213.0,208215.0,160991.0,0.0,14.0,1.0,0.0,251745.0,202160.0,288171.0,339400.0,309635.0,208373.0,258534.0,1469432.0,6.0,1.0
330970.3468,2020,발달상권,2120190,강남을지병원,5,4,33,2274,1334,11703,46,0,174,215,40,34,32,30,263105,,,72,,,,,,,,,213831,1386689.0,215476.0,225660.0,224192.0,212261.0,204319.0,164518.0,140266.0,0.0,3.0,0.0,0.0,295195.0,97254.0,294863.0,375387.0,285925.0,152917.0,180342.0,0.0,6.0,0.0
268007.3988,2020,발달상권,2120191,학동역,5,4,48,4394,2961,13862,82,18,307,559,57,30,20,155,322074,,,65,,,,,,,,,215754,1804491.0,284657.0,290224.0,290589.0,277021.0,261446.0,210099.0,190453.0,4.0,6.0,0.0,0.0,366286.0,132512.0,386174.0,480762.0,348476.0,207745.0,248822.0,1100072.0,6.0,1.0
338042.7508,2020,발달상권,2120192,뱅뱅사거리,5,4,64,6735,4796,27462,47,11,405,536,94,52,56,278,302132,,,87,,,,,,,,,98932,1739894.0,282436.0,285374.0,283410.0,269770.0,255174.0,188786.0,174945.0,2.0,13.0,0.0,1.0,317599.0,133970.0,346716.0,463774.0,356016.0,218021.0,221396.0,0.0,3.0,0.0
180735.1665,2020,발달상권,2120193,도산공원교차로,5,4,22,1184,596,6384,33,0,51,65,36,21,32,102,120971,,,19,,,,,,,,,97730,610555.0,95757.0,100976.0,100388.0,95146.0,91000.0,70536.0,56750.0,0.0,4.0,0.0,0.0,185023.0,42815.0,120148.0,164304.0,129896.0,70776.0,82617.0,0.0,3.0,0.0
240919.4135,2020,발달상권,2120194,언주역(차병원),5,4,45,2599,1764,12628,63,5,400,330,80,39,13,97,293524,,,67,,,,,,,,,136607,1658788.0,260786.0,265059.0,263318.0,252179.0,242604.0,198581.0,176261.0,1.0,3.0,0.0,0.0,242446.0,81180.0,354726.0,484468.0,334217.0,191744.0,212452.0,431538.0,8.0,1.0
151158.4656,2020,발달상권,2120195,성수대교남단,5,4,12,444,224,5611,9,5,23,26,15,6,21,26,209280,,,51,,,,,,,,,130720,939803.0,135669.0,144245.0,145054.0,139390.0,141934.0,130530.0,102979.0,0.0,8.0,0.0,0.0,126829.0,94409.0,203779.0,220725.0,171309.0,110091.0,139490.0,0.0,3.0,0.0
281512.9471,2020,발달상권,2120196,서울세관,5,4,15,1346,899,9687,24,0,16,19,10,22,17,33,146436,,,36,,,,,,,,,71577,813970.0,128369.0,132511.0,132748.0,126396.0,119355.0,92073.0,82518.0,4.0,5.0,0.0,0.0,185479.0,70339.0,152510.0,212710.0,171791.0,95092.0,111527.0,0.0,7.0,0.0
322788.4792,2020,발달상권,2120197,역삼역,5,4,145,6012,4306,58694,101,6,749,419,202,135,61,39,585934,,,172,,,,,,,,,290196,3233852.0,545812.0,564476.0,560793.0,519743.0,479661.0,303142.0,260225.0,2.0,25.0,0.0,0.0,562806.0,126463.0,747262.0,963118.0,656441.0,383821.0,356748.0,2187816.0,7.0,1.0
250923.7118,2020,발달상권,2120198,구역삼세무서,5,4,39,7376,5072,11531,141,36,766,717,161,146,106,66,350287,,,33,,,,,,,,,136314,2091420.0,328421.0,332433.0,331363.0,315895.0,299932.0,242837.0,240540.0,2.0,3.0,0.0,0.0,291469.0,136934.0,480908.0,581241.0,394258.0,230867.0,267211.0,0.0,7.0,0.0
584444.3826,2020,발달상권,2120199,경복아파트교차로,5,4,15,996,641,3830,17,2,126,45,12,2,0,48,92908,,,10,,,,,,,,,34061,525971.0,80730.0,82803.0,82817.0,79623.0,76562.0,63576.0,59860.0,0.0,1.0,0.0,0.0,112742.0,37003.0,103867.0,149487.0,104901.0,62995.0,67719.0,0.0,4.0,0.0
336210.6007,2020,발달상권,2120200,학동사거리,5,4,34,976,565,9363,14,7,45,27,9,8,3,77,245167,,,78,,,,,,,,,255584,1156239.0,165071.0,181108.0,181761.0,173764.0,172286.0,158286.0,123968.0,1.0,4.0,0.0,0.0,266597.0,80062.0,267332.0,320988.0,215453.0,132050.0,140353.0,0.0,4.0,0.0
278082.6159,2020,발달상권,2120201,도곡1동,5,4,15,1880,1108,11559,47,25,176,136,101,67,68,0,185927,,,36,,,,,,,,,201592,1041715.0,159621.0,160220.0,160503.0,154744.0,149655.0,129516.0,127456.0,0.0,5.0,0.0,0.0,169293.0,156339.0,169505.0,211044.0,202394.0,137334.0,165099.0,0.0,6.0,0.0
115527.936,2020,발달상권,2120202,압구정로데오역(압구정로데오),5,4,36,1843,793,11735,14,0,10,7,0,0,54,478,475190,,,77,,,,,,,,,280503,2129008.0,302492.0,324810.0,327265.0,314763.0,322447.0,301307.0,235925.0,1.0,4.0,2.0,0.0,265701.0,197054.0,485026.0,513641.0,386113.0,246386.0,300789.0,931723.0,3.0,1.0
213825.9872,2020,발달상권,2120203,강남구청역,5,4,40,1522,920,7726,26,0,74,62,67,9,7,119,367467,,,88,,,,,,,,,180747,1907166.0,297018.0,305933.0,306811.0,292043.0,279307.0,223296.0,202760.0,2.0,5.0,0.0,0.0,173251.0,205850.0,363702.0,466886.0,385341.0,227982.0,257402.0,1175180.0,6.0,1.0
287341.3071,2020,발달상권,2120204,르네상스호텔사거리,5,4,24,1595,1127,41471,20,2,230,362,69,200,32,11,226564,,,30,,,,,,,,,79991,1286922.0,215025.0,220206.0,218707.0,205129.0,191418.0,128183.0,108253.0,1.0,7.0,0.0,1.0,160960.0,90621.0,238843.0,346479.0,272001.0,170951.0,168026.0,0.0,3.0,0.0
205495.7328,2020,발달상권,2120205,매봉역,5,4,24,1116,592,13950,24,29,66,18,50,55,29,9,104117,,,23,,,,,,,,,77710,534431.0,83500.0,85212.0,85239.0,82141.0,78151.0,61956.0,58231.0,1.0,1.0,0.0,0.0,122443.0,50695.0,84511.0,109323.0,100963.0,82999.0,105937.0,0.0,6.0,0.0
237351.1207,2020,발달상권,2120206,개나리아파트,5,4,30,4039,2082,5280,53,5,212,159,68,60,57,289,192193,,,45,,,,,,,,,95978,1189598.0,181670.0,184457.0,186035.0,178524.0,171546.0,145600.0,141766.0,2.0,4.0,0.0,0.0,148412.0,174477.0,194389.0,260946.0,250773.0,146772.0,162242.0,0.0,8.0,0.0
274260.8419,2020,발달상권,2120207,선정릉역,5,4,42,6763,3891,12151,180,22,704,510,245,164,64,198,296736,,,72,,,,,,,,,141105,1733068.0,263606.0,267127.0,268197.0,258716.0,249927.0,216522.0,208973.0,4.0,4.0,0.0,0.0,323475.0,202861.0,320260.0,415293.0,348544.0,198351.0,247757.0,787878.0,11.0,1.0
260905.1421,2020,발달상권,2120208,청담사거리(청담동명품거리),5,4,42,3265,1913,10577,47,0,52,129,235,74,32,224,294129,,,93,,,,,,,,,364510,1586277.0,227685.0,242256.0,242855.0,235316.0,234044.0,216448.0,187674.0,5.0,7.0,0.0,0.0,331336.0,150307.0,295331.0,377248.0,294093.0,207087.0,262214.0,0.0,8.0,0.0
294547.1022,2020,발달상권,2120209,"강남구청(청담역_8번, 강남세무서)",5,4,25,1374,671,8984,20,20,31,85,16,33,44,227,111394,,,75,,,,,,,,,84166,590025.0,88225.0,91065.0,91534.0,88564.0,86826.0,75802.0,68011.0,4.0,5.0,0.0,0.0,134148.0,96298.0,75828.0,104392.0,116633.0,80154.0,116721.0,0.0,3.0,0.0
262419.9844,2020,발달상권,2120210,선릉역,5,4,95,4780,3339,48780,94,25,683,736,101,116,33,19,917106,,,150,,,,,,,,,229676,4916158.0,785356.0,804881.0,804795.0,762733.0,724779.0,551128.0,482487.0,1.0,11.0,0.0,0.0,360433.0,558541.0,899345.0,1185183.0,993170.0,643070.0,636852.0,2911061.0,6.0,1.0
265271.8671,2020,발달상권,2120211,도성초등학교,5,4,9,1638,726,984,23,3,65,52,30,57,50,81,189092,,,27,,,,,,,,,45127,829665.0,119788.0,120427.0,121245.0,118630.0,119168.0,120259.0,110148.0,0.0,1.0,0.0,0.0,72437.0,229142.0,105642.0,119047.0,167747.0,98633.0,109452.0,0.0,4.0,0.0
172637.9793,2020,발달상권,2120212,한티역,5,4,21,1481,682,713,20,0,29,73,43,13,17,104,249234,,,58,,,,,,,,,155671,1124224.0,155102.0,158985.0,159208.0,156949.0,160152.0,172883.0,160945.0,1.0,6.0,1.0,0.0,112734.0,368247.0,114810.0,114604.0,237844.0,149366.0,139353.0,642631.0,4.0,1.0
199099.7124,2020,발달상권,2120213,삼성중앙역,5,4,37,4094,2304,8472,90,13,475,219,91,43,26,213,282259,,,41,,,,,,,,,51819,1646831.0,256834.0,262249.0,261668.0,251248.0,239950.0,192675.0,182207.0,2.0,3.0,0.0,0.0,228925.0,134124.0,288711.0,416986.0,372625.0,205847.0,228538.0,310501.0,3.0,1.0
317351.1528,2020,발달상권,2120214,영동대교남단교차로,5,4,18,761,321,3990,8,0,0,16,0,0,12,200,45196,,,11,,,,,,,,,12697,232194.0,36015.0,37040.0,37425.0,35932.0,34711.0,27931.0,23138.0,0.0,1.0,0.0,0.0,89135.0,23933.0,34280.0,54071.0,45459.0,35547.0,38903.0,0.0,1.0,0.0
210982.3708,2020,발달상권,2120215,포스코사거리,5,4,69,3513,2227,61656,29,0,116,631,132,190,39,284,512150,,,92,,,,,,,,,216344,3026865.0,499424.0,512220.0,510383.0,478288.0,442507.0,304491.0,279552.0,0.0,17.0,0.0,0.0,318625.0,302401.0,553204.0,807083.0,685827.0,371101.0,307249.0,0.0,7.0,0.0
110522.5584,2020,발달상권,2120216,경기고교사거리(경기고교앞사거리),5,4,16,218,151,4934,1,0,0,0,0,0,0,12,36115,,,31,,,,,,,,,238950,173549.0,26981.0,27670.0,27909.0,26804.0,25584.0,21074.0,17528.0,0.0,4.0,0.0,0.0,71694.0,18607.0,24873.0,38662.0,33682.0,25521.0,32205.0,0.0,6.0,0.0
195859.4698,2020,발달상권,2120217,대치사거리,5,4,18,3789,2015,2779,102,30,299,233,231,88,39,57,218544,,,11,,,,,,,,,83641,1126848.0,170411.0,171963.0,171718.0,164836.0,160135.0,144866.0,142919.0,0.0,2.0,0.0,0.0,159410.0,260376.0,164593.0,194964.0,225153.0,145651.0,136111.0,0.0,5.0,0.0
